Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.39,12.90,85.7,44.47,425.2,433.7,78.6
45001500,-0.40,12.87,87.4,43.75,425.6,434.4,78.4
45003000,-0.39,12.88,86.6,44.15,425.7,434.4,78.5
45004500,-0.39,12.87,86.8,44.05,425.8,434.6,78.5
45006000,-0.39,12.84,86.5,44.47,427.0,435.7,78.6
45007500,-0.40,12.88,87.1,43.81,425.2,434.0,78.4
45009000,-0.39,12.82,87.4,44.15,427.6,436.4,78.5
45010500,-0.40,12.82,87.7,43.96,427.4,436.3,78.4
45012000,-0.40,12.84,87.7,43.76,426.5,435.4,78.4
45013500,-0.39,12.85,86.5,44.38,426.8,435.5,78.5
45015000,-0.39,12.84,87.3,44.00,426.7,435.6,78.4
45016500,-0.40,12.81,88.2,43.72,427.3,436.3,78.3
45018000,-0.39,12.79,87.7,44.11,428.3,437.2,78.4
45019500,-0.40,12.80,88.0,43.89,427.8,436.8,78.4
45021000,-0.39,12.79,86.5,44.86,429.1,437.7,78.6
45022500,-0.39,12.79,87.5,44.23,428.3,437.2,78.5
45024000,-0.39,12.83,86.1,44.76,427.6,436.2,78.6
45025500,-0.40,12.78,88.3,43.90,428.4,437.4,78.4
45027000,-0.39,12.79,87.1,44.46,428.6,437.4,78.5
45028500,-0.40,12.78,88.7,43.72,428.5,437.5,78.3
45030000,-0.39,12.81,87.5,44.11,427.7,436.6,78.4
45031500,-0.39,12.74,88.1,44.27,429.9,438.9,78.4
45033000,-0.39,12.72,88.0,44.48,430.8,439.7,78.5
45034500,-0.39,12.75,88.2,44.15,429.5,438.4,78.4
45036000,-0.39,12.75,88.3,44.11,429.6,438.5,78.4
45037500,-0.40,12.77,88.3,43.96,428.9,437.9,78.4
45039000,-0.39,12.75,87.6,44.52,430.0,438.8,78.5
45040500,-0.39,12.75,88.5,44.01,429.5,438.6,78.4
45042000,-0.39,12.73,87.8,44.53,430.6,439.5,78.5
45043500,-0.39,12.74,88.3,44.16,429.9,438.8,78.4
45045000,-0.39,12.73,87.3,44.77,430.6,439.4,78.5
45046500,-0.39,12.71,87.8,44.70,431.4,440.2,78.5
45048000,-0.39,12.70,87.6,44.86,431.7,440.5,78.5
45049500,-0.38,12.71,86.5,45.40,431.9,440.5,78.7
45051000,-0.39,12.71,88.2,44.44,431.1,440.1,78.4
45052500,-0.39,12.71,88.7,44.18,431.0,440.0,78.4
45054000,-0.39,12.74,87.8,44.49,430.3,439.1,78.5
45055500,-0.39,12.72,87.9,44.56,430.9,439.8,78.5
45057000,-0.40,12.75,89.4,43.58,429.3,438.5,78.2
45058500,-0.39,12.65,89.0,44.46,433.0,442.0,78.4
45060000,-0.39,12.65,89.5,44.23,433.0,442.1,78.3
45061500,-0.39,12.72,88.7,44.12,430.7,439.7,78.4
45063000,-0.39,12.64,89.4,44.34,433.3,442.4,78.3
45064500,-0.39,12.69,88.1,44.69,432.1,441.0,78.5
45066000,-0.38,12.63,87.5,45.40,434.2,443.0,78.6
45067500,-0.39,12.66,89.3,44.25,432.7,441.8,78.3
45069000,-0.39,12.59,89.3,44.70,435.0,444.1,78.4
45070500,-0.39,12.66,88.7,44.54,432.8,441.8,78.4
45072000,-0.39,12.67,88.7,44.51,432.6,441.6,78.4
45073500,-0.39,12.62,88.9,44.71,434.0,443.1,78.4
45075000,-0.39,12.63,89.2,44.48,433.6,442.7,78.4
45076500,-0.39,12.62,89.2,44.56,434.0,443.0,78.4
45078000,-0.39,12.61,89.4,44.56,434.5,443.6,78.4
45079500,-0.39,12.59,90.2,44.29,435.0,444.2,78.3
45081000,-0.39,12.61,88.5,45.01,434.7,443.6,78.5
45082500,-0.39,12.66,88.7,44.55,432.9,441.9,78.4
45084000,-0.39,12.64,88.7,44.68,433.5,442.5,78.4
45085500,-0.39,12.59,89.3,44.76,435.3,444.4,78.4
45087000,-0.39,12.57,90.0,44.49,435.5,444.7,78.3
45088500,-0.39,12.60,89.1,44.82,435.1,444.1,78.4
45090000,-0.39,12.59,89.0,44.93,435.4,444.4,78.4
45091500,-0.39,12.58,89.8,44.51,435.2,444.4,78.3
45093000,-0.39,12.57,89.2,44.93,436.0,445.0,78.4
45094500,-0.39,12.59,89.9,44.39,434.8,444.0,78.3
45096000,-0.39,12.53,89.8,44.88,437.0,446.2,78.4
45097500,-0.39,12.60,89.1,44.74,434.8,443.8,78.4
45099000,-0.39,12.58,89.4,44.75,435.6,444.7,78.4
45100500,-0.38,12.58,88.2,45.38,435.8,444.7,78.6
45102000,-0.39,12.57,89.1,45.03,436.2,445.2,78.5
45103500,-0.39,12.53,90.5,44.57,437.0,446.3,78.3
45105000,-0.39,12.52,90.7,44.52,437.3,446.6,78.3
45106500,-0.39,12.55,89.7,44.81,436.6,445.7,78.4
45108000,-0.39,12.52,90.2,44.79,437.5,446.7,78.4
45109500,-0.38,12.53,89.0,45.31,437.4,446.4,78.5
45111000,-0.40,12.48,92.4,43.93,438.2,447.9,78.1
45112500,-0.39,12.51,90.0,44.95,437.9,447.1,78.4
45114000,-0.39,12.49,90.7,44.73,438.4,447.7,78.3
45115500,-0.39,12.49,90.5,44.83,438.5,447.8,78.3
45117000,-0.39,12.51,90.6,44.59,437.5,446.8,78.3
45118500,-0.38,12.53,89.3,45.18,437.4,446.4,78.5
45120000,-0.39,12.49,90.8,44.66,438.4,447.7,78.3
45121500,-0.38,12.49,89.5,45.41,439.0,448.1,78.5
45123000,-0.39,12.50,90.3,44.87,438.3,447.5,78.4
45124500,-0.39,12.48,90.1,45.10,438.9,448.1,78.4
45126000,-0.39,12.49,90.8,44.62,438.2,447.5,78.3
45127500,-0.39,12.48,91.0,44.59,438.5,447.9,78.3
45129000,-0.39,12.50,91.1,44.39,437.7,447.0,78.2
45130500,-0.38,12.44,90.5,45.25,440.6,449.8,78.4
45132000,-0.39,12.45,90.6,45.08,440.1,449.4,78.4
45133500,-0.39,12.41,91.3,45.00,441.1,450.5,78.3
45135000,-0.39,12.43,92.0,44.48,440.1,449.6,78.2
45136500,-0.38,12.43,89.8,45.67,441.2,450.2,78.5
45138000,-0.38,12.41,90.9,45.17,441.3,450.5,78.4
45139500,-0.38,12.43,89.9,45.60,441.0,450.0,78.5
45141000,-0.38,12.46,89.7,45.44,439.8,448.8,78.5
45142500,-0.38,12.42,90.3,45.51,441.4,450.6,78.4
45144000,-0.39,12.43,91.9,44.54,440.2,449.7,78.2
45145500,-0.39,12.42,91.9,44.61,440.7,450.2,78.2
45147000,-0.38,12.43,90.3,45.39,441.0,450.1,78.4
