Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45085500,-0.35,10.58,112.7,49.85,515.5,527.6,77.7
45087000,-0.35,10.60,113.0,49.53,514.4,526.7,77.6
45088500,-0.35,10.57,113.7,49.49,515.8,528.2,77.6
45090000,-0.34,10.59,109.7,51.21,516.2,527.7,78.0
45091500,-0.35,10.57,112.5,50.11,516.5,528.6,77.7
45093000,-0.34,10.59,111.1,50.59,516.0,527.8,77.9
45094500,-0.35,10.60,114.2,48.96,514.0,526.5,77.5
45096000,-0.35,10.60,111.3,50.34,515.1,527.0,77.8
45097500,-0.34,10.54,111.3,50.90,518.1,530.0,77.9
45099000,-0.35,10.58,111.9,50.29,516.1,528.1,77.8
45100500,-0.35,10.54,113.5,49.84,517.2,529.5,77.6
45102000,-0.35,10.57,112.1,50.25,516.5,528.5,77.7
45103500,-0.35,10.54,112.7,50.18,517.5,529.6,77.7
45105000,-0.35,10.56,112.1,50.32,516.8,528.8,77.8
45106500,-0.35,10.54,113.9,49.69,517.3,529.7,77.6
45108000,-0.35,10.56,112.4,50.22,516.9,528.9,77.7
45109500,-0.34,10.53,111.3,51.00,518.8,530.6,77.9
45111000,-0.34,10.54,111.3,50.99,518.6,530.4,77.9
45112500,-0.35,10.52,113.4,50.11,518.5,530.8,77.7
45114000,-0.34,10.49,111.3,51.48,521.3,533.0,77.9
45115500,-0.34,10.53,112.7,50.41,518.5,530.6,77.7
45117000,-0.35,10.51,114.4,49.73,518.6,531.1,77.6
45118500,-0.34,10.50,112.0,50.93,520.0,531.9,77.8
45120000,-0.35,10.51,113.5,50.19,519.1,531.4,77.7
45121500,-0.34,10.54,112.6,50.36,518.0,530.1,77.7
45123000,-0.35,10.50,114.1,49.95,519.3,531.6,77.6
45124500,-0.34,10.46,111.9,51.45,522.3,534.2,77.9
45126000,-0.35,10.51,113.2,50.35,519.3,531.5,77.7
45127500,-0.35,10.45,114.4,50.33,522.0,534.4,77.6
45129000,-0.34,10.43,113.2,51.06,523.3,535.4,77.8
45130500,-0.34,10.47,113.7,50.44,521.0,533.2,77.7
45132000,-0.34,10.48,111.9,51.32,521.7,533.5,77.9
45133500,-0.34,10.46,112.9,50.99,522.2,534.3,77.8
45135000,-0.35,10.46,114.5,50.20,521.5,533.9,77.6
45136500,-0.34,10.49,110.6,51.82,521.5,533.1,78.0
45138000,-0.34,10.46,113.5,50.66,521.7,533.9,77.7
45139500,-0.34,10.44,114.6,50.39,522.6,535.0,77.6
45141000,-0.34,10.47,114.0,50.38,521.2,533.5,77.7
45142500,-0.35,10.42,115.6,50.10,523.3,535.9,77.5
45144000,-0.34,10.39,114.8,50.71,524.9,537.3,77.7
45145500,-0.34,10.45,114.0,50.57,522.3,534.6,77.7
45147000,-0.34,10.37,114.0,51.37,526.7,538.9,77.8
45148500,-0.34,10.43,113.1,51.23,523.9,535.9,77.8
45150000,-0.34,10.39,113.7,51.25,525.4,537.6,77.8
45151500,-0.34,10.40,114.5,50.75,524.4,536.8,77.7
45153000,-0.34,10.39,113.1,51.52,525.6,537.6,77.9
45154500,-0.34,10.41,114.4,50.75,524.3,536.6,77.7
45156000,-0.34,10.39,115.0,50.61,524.8,537.3,77.6
45157500,-0.35,10.38,116.0,50.28,525.1,537.8,77.5
45159000,-0.34,10.36,114.3,51.34,527.2,539.5,77.8
45160500,-0.35,10.39,116.4,50.00,524.4,537.2,77.5
45162000,-0.34,10.37,114.0,51.36,526.7,538.9,77.8
45163500,-0.34,10.38,113.9,51.32,526.3,538.5,77.8
45165000,-0.34,10.40,113.8,51.18,525.1,537.3,77.8
45166500,-0.34,10.37,114.3,51.21,526.5,538.8,77.8
45168000,-0.34,10.31,116.5,50.74,528.8,541.5,77.6
45169500,-0.34,10.39,114.3,50.94,525.0,537.3,77.7
45171000,-0.34,10.39,114.0,51.11,525.3,537.6,77.8
45172500,-0.34,10.36,115.8,50.51,526.1,538.7,77.6
45174000,-0.34,10.34,113.7,51.78,528.3,540.4,77.9
45175500,-0.34,10.30,115.9,51.15,529.6,542.1,77.7
45177000,-0.34,10.35,116.1,50.51,526.6,539.2,77.6
45178500,-0.34,10.30,115.1,51.50,529.8,542.2,77.7
45180000,-0.34,10.28,117.1,50.80,530.4,543.2,77.6
45181500,-0.34,10.32,114.3,51.77,529.5,541.7,77.8
45183000,-0.35,10.31,117.6,50.23,528.4,541.3,77.5
45184500,-0.34,10.32,114.4,51.62,528.9,541.1,77.8
45186000,-0.34,10.28,116.6,51.04,530.7,543.4,77.6
45187500,-0.33,10.30,114.2,51.96,530.4,542.6,77.8
45189000,-0.34,10.30,114.8,51.62,529.9,542.2,77.8
45190500,-0.34,10.30,115.5,51.33,529.8,542.2,77.7
45192000,-0.34,10.31,115.0,51.49,529.5,541.8,77.8
45193500,-0.33,10.30,114.4,51.86,530.2,542.4,77.8
45195000,-0.34,10.33,116.8,50.37,527.4,540.2,77.5
45196500,-0.33,10.26,115.1,51.93,532.1,544.4,77.8
45198000,-0.34,10.29,116.5,51.01,530.2,542.8,77.6
45199500,-0.34,10.25,116.4,51.38,532.2,544.7,77.7
45201000,-0.34,10.28,116.6,51.05,530.7,543.3,77.6
45202500,-0.34,10.27,116.2,51.27,531.0,543.6,77.7
45204000,-0.34,10.26,116.4,51.34,531.8,544.4,77.7
45205500,-0.34,10.24,116.2,51.68,533.2,545.7,77.7
45207000,-0.33,10.23,114.7,52.43,533.9,546.1,77.9
45208500,-0.34,10.23,116.4,51.59,533.2,545.8,77.7
45210000,-0.33,10.21,115.4,52.34,535.1,547.4,77.8
45211500,-0.34,10.26,115.7,51.66,531.9,544.4,77.7
45213000,-0.33,10.22,115.8,52.00,534.0,546.4,77.8
45214500,-0.34,10.22,117.2,51.33,533.5,546.3,77.6
45216000,-0.33,10.22,114.3,52.76,534.9,547.0,77.9
45217500,-0.34,10.22,116.5,51.67,533.9,546.5,77.7
45219000,-0.34,10.22,116.4,51.71,533.9,546.5,77.7
45220500,-0.34,10.20,116.8,51.75,535.0,547.6,77.7
45222000,-0.34,10.24,115.7,51.85,533.1,545.5,77.8
45223500,-0.33,10.24,115.6,51.93,533.3,545.7,77.8
45225000,-0.34,10.22,117.4,51.28,533.7,546.5,77.6
45226500,-0.34,10.15,118.1,51.67,537.3,550.1,77.6
45228000,-0.34,10.15,118.1,51.63,537.2,550.0,77.6
45229500,-0.34,10.15,117.8,51.79,537.3,550.1,77.6
45231000,-0.33,10.21,115.4,52.37,535.2,547.5,77.8
45232500,-0.33,10.14,117.2,52.17,538.2,550.8,77.7
45234000,-0.33,10.18,116.8,52.01,536.4,549.0,77.7
45235500,-0.33,10.12,117.7,52.11,539.0,551.7,77.7
45237000,-0.34,10.11,118.7,51.76,539.1,552.0,77.6
45238500,-0.33,10.14,116.9,52.37,538.5,551.0,77.8
45240000,-0.33,10.12,117.9,52.09,539.3,552.0,77.7
45241500,-0.33,10.15,115.9,52.70,538.2,550.5,77.8
45243000,-0.33,10.10,117.0,52.78,541.0,553.5,77.8
45244500,-0.33,10.06,118.9,52.16,541.9,554.8,77.6
45246000,-0.33,10.13,116.3,52.72,539.0,551.4,77.8
45247500,-0.33,10.14,116.2,52.69,538.7,551.1,77.8
45249000,-0.33,10.10,117.8,52.33,540.3,553.0,77.7
45250500,-0.33,10.08,117.6,52.71,541.9,554.5,77.8
45252000,-0.33,10.13,116.2,52.83,539.4,551.8,77.8
45253500,-0.33,10.10,117.0,52.74,540.8,553.3,77.8
45255000,-0.33,10.07,118.5,52.28,541.7,554.5,77.7
45256500,-0.33,10.07,118.7,52.27,542.0,554.8,77.6
45258000,-0.33,10.09,117.3,52.70,541.2,553.7,77.8
45259500,-0.33,10.05,119.4,52.11,542.6,555.5,77.6
45261000,-0.33,10.10,117.1,52.72,540.9,553.5,77.8
45262500,-0.33,10.11,116.5,52.81,540.2,552.6,77.8
45264000,-0.33,10.08,117.9,52.53,541.7,554.4,77.7
45265500,-0.34,10.03,120.5,51.80,543.3,556.5,77.5
45267000,-0.32,10.06,116.0,53.65,543.5,555.7,78.0
45268500,-0.33,10.07,118.0,52.54,541.8,554.5,77.7
45270000,-0.33,10.06,116.7,53.25,542.9,555.4,77.9
45271500,-0.33,10.02,119.0,52.65,544.7,557.5,77.7
45273000,-0.33,10.03,118.8,52.62,544.0,556.8,77.7
45274500,-0.33,10.01,118.4,52.99,545.3,558.0,77.7
45276000,-0.33,10.06,118.6,52.32,542.1,554.9,77.7
45277500,-0.33,10.04,117.3,53.23,544.1,556.6,77.8
45279000,-0.33,9.99,119.5,52.69,546.1,559.1,77.7
45280500,-0.33,10.02,119.0,52.67,544.8,557.6,77.7
45282000,-0.33,10.00,119.6,52.54,545.5,558.5,77.6
45283500,-0.33,10.02,118.6,52.77,544.5,557.3,77.7
45285000,-0.33,9.96,119.7,52.91,547.8,560.7,77.7
45286500,-0.33,9.97,119.6,52.89,547.2,560.1,77.7
45288000,-0.33,10.03,117.9,53.12,544.8,557.4,77.8
45289500,-0.33,10.05,117.6,52.99,543.5,556.1,77.8
45291000,-0.33,9.99,119.4,52.80,546.4,559.3,77.7
45292500,-0.33,9.97,119.9,52.70,546.9,559.9,77.6
45294000,-0.32,9.94,118.7,53.69,549.7,562.4,77.8
45295500,-0.32,9.95,118.4,53.67,549.0,561.6,77.8
45297000,-0.33,9.95,119.7,53.07,548.6,561.5,77.7
45298500,-0.33,9.93,120.5,52.92,549.5,562.6,77.6
45300000,-0.33,9.91,120.1,53.25,550.5,563.4,77.7
45301500,-0.33,9.96,119.9,52.86,547.8,560.8,77.7
45303000,-0.33,9.96,120.0,52.75,547.5,560.5,77.6
45304500,-0.33,9.95,121.0,52.46,548.0,561.2,77.6
45306000,-0.33,9.92,121.3,52.64,549.6,562.9,77.6
45307500,-0.33,9.94,120.3,52.87,548.8,561.9,77.6
45309000,-0.32,9.93,118.5,53.93,550.5,563.1,77.9
45310500,-0.33,9.92,121.4,52.58,549.5,562.8,77.5
45312000,-0.33,9.89,120.5,53.30,551.5,564.6,77.7
45313500,-0.33,9.90,121.7,52.63,550.6,563.9,77.5
45315000,-0.33,9.94,121.0,52.54,548.4,561.6,77.6
45316500,-0.33,9.93,120.8,52.69,548.9,562.1,77.6
45318000,-0.33,9.93,120.5,52.90,549.3,562.4,77.6
45319500,-0.33,9.87,121.1,53.23,552.5,565.6,77.6
45321000,-0.33,9.89,122.0,52.62,551.1,564.4,77.5
45322500,-0.32,9.88,118.5,54.41,553.2,565.7,77.9
45324000,-0.33,9.90,121.9,52.57,550.7,564.0,77.5
45325500,-0.32,9.88,119.9,53.72,552.5,565.3,77.8
45327000,-0.33,9.88,122.6,52.47,551.6,565.1,77.5
45328500,-0.33,9.87,120.8,53.37,552.7,565.7,77.7
45330000,-0.33,9.88,121.1,53.20,552.3,565.5,77.6
45331500,-0.32,9.86,120.8,53.56,553.7,566.8,77.7
45333000,-0.33,9.85,122.5,52.83,553.3,566.7,77.5
45334500,-0.33,9.86,121.2,53.38,553.5,566.6,77.7
45336000,-0.32,9.85,121.1,53.53,554.3,567.3,77.7
45337500,-0.33,9.88,120.9,53.22,552.0,565.1,77.6
45339000,-0.32,9.84,121.2,53.54,554.4,567.5,77.7
45340500,-0.32,9.87,120.6,53.51,553.0,566.0,77.7
45342000,-0.33,9.83,123.2,52.67,554.0,567.6,77.5
45343500,-0.33,9.82,123.8,52.55,554.6,568.3,77.4
45345000,-0.32,9.76,121.9,54.14,559.2,572.3,77.7
45346500,-0.32,9.83,121.4,53.61,555.4,568.5,77.7
45348000,-0.32,9.83,121.6,53.52,555.2,568.3,77.6
45349500,-0.32,9.78,122.3,53.75,558.0,571.2,77.6
45351000,-0.32,9.79,121.7,53.92,557.6,570.8,77.7
45352500,-0.33,9.83,122.7,52.99,554.7,568.1,77.5
45354000,-0.32,9.80,122.1,53.56,556.5,569.7,77.6
45355500,-0.32,9.79,121.2,54.10,557.4,570.5,77.7
45357000,-0.33,9.82,121.9,53.43,555.4,568.6,77.6
45358500,-0.33,9.79,123.3,53.06,556.4,569.9,77.5
45360000,-0.33,9.77,123.9,53.05,557.6,571.2,77.5
45361500,-0.33,9.78,123.8,53.04,557.4,571.0,77.5
45363000,-0.33,9.73,124.7,53.13,559.7,573.4,77.4
45364500,-0.33,9.78,123.1,53.36,557.6,571.0,77.5
45366000,-0.33,9.82,122.4,53.24,555.4,568.7,77.6
45367500,-0.32,9.75,122.1,54.14,559.6,572.8,77.7
45369000,-0.32,9.78,121.1,54.34,558.5,571.5,77.8
45370500,-0.32,9.74,122.8,53.87,559.8,573.1,77.6
45372000,-0.32,9.79,121.8,53.82,557.2,570.4,77.7
45373500,-0.33,9.74,123.8,53.45,559.7,573.2,77.5
45375000,-0.32,9.74,121.0,54.84,561.0,573.9,77.8
45376500,-0.32,9.72,122.9,54.14,561.4,574.7,77.7
45378000,-0.32,9.78,122.1,53.81,557.8,571.0,77.7
45379500,-0.32,9.72,122.8,54.21,561.6,574.9,77.7
45381000,-0.32,9.72,122.6,54.21,561.2,574.4,77.7
45382500,-0.32,9.70,122.1,54.72,562.8,575.9,77.8
45384000,-0.32,9.74,122.4,54.17,560.4,573.6,77.7
45385500,-0.32,9.72,123.5,53.89,561.4,574.8,77.6
45387000,-0.32,9.69,123.3,54.34,563.3,576.7,77.7
45388500,-0.32,9.75,121.8,54.30,559.8,572.9,77.7
45390000,-0.32,9.69,122.0,54.94,563.8,576.8,77.8
45391500,-0.31,9.64,122.5,55.22,566.4,579.5,77.8
45393000,-0.32,9.70,124.3,53.69,562.0,575.6,77.5
45394500,-0.32,9.65,124.6,54.10,564.8,578.4,77.6
45396000,-0.32,9.65,124.6,54.13,565.0,578.6,77.6
45397500,-0.32,9.69,123.2,54.36,563.4,576.7,77.7
45399000,-0.32,9.66,123.1,54.73,565.1,578.3,77.7
45400500,-0.31,9.64,122.8,55.17,566.8,579.9,77.8
45402000,-0.32,9.65,122.9,54.97,565.9,579.1,77.7
45403500,-0.32,9.63,124.9,54.19,566.2,579.8,77.6
45405000,-0.33,9.64,126.2,53.46,564.8,578.7,77.4
45406500,-0.32,9.64,124.9,54.09,565.5,579.2,77.5
45408000,-0.32,9.64,123.2,54.85,566.0,579.3,77.7
45409500,-0.32,9.63,124.7,54.30,566.3,579.8,77.6
45411000,-0.31,9.59,123.0,55.55,569.4,582.5,77.8
45412500,-0.32,9.63,123.4,54.90,566.7,580.0,77.7
45414000,-0.32,9.59,125.1,54.55,568.5,582.1,77.6
45415500,-0.32,9.63,123.8,54.73,566.6,580.0,77.7
45417000,-0.32,9.63,123.8,54.69,566.4,579.8,77.7
45418500,-0.32,9.59,124.6,54.87,569.2,582.7,77.6
45420000,-0.32,9.61,125.6,54.09,567.1,580.8,77.5
45421500,-0.31,9.64,122.3,55.42,567.1,580.1,77.8
45423000,-0.32,9.63,123.3,55.00,567.0,580.2,77.7
45424500,-0.32,9.60,124.9,54.61,568.4,582.0,77.6
45426000,-0.32,9.59,125.6,54.41,568.8,582.5,77.5
45427500,-0.32,9.56,126.7,54.17,569.9,583.9,77.5
45429000,-0.32,9.60,125.6,54.27,568.1,581.8,77.5
45430500,-0.32,9.57,124.9,54.90,570.1,583.6,77.6
45432000,-0.32,9.58,124.9,54.81,569.5,583.0,77.6
45433500,-0.32,9.54,127.9,53.89,570.9,585.0,77.4
45435000,-0.32,9.57,125.9,54.51,569.9,583.6,77.5
45436500,-0.31,9.57,123.5,55.59,570.7,583.9,77.8
45438000,-0.31,9.57,123.2,55.75,570.8,583.9,77.8
45439500,-0.31,9.52,125.4,55.30,573.3,586.9,77.7
45441000,-0.32,9.57,125.2,54.85,570.3,583.9,77.6
45442500,-0.32,9.52,126.6,54.73,572.8,586.6,77.5
45444000,-0.32,9.53,125.7,55.00,572.1,585.8,77.6
45445500,-0.31,9.51,124.2,56.03,574.5,587.7,77.8
45447000,-0.31,9.52,124.1,55.90,573.6,586.8,77.8
45448500,-0.32,9.54,125.6,54.90,571.6,585.2,77.6
45450000,-0.32,9.54,125.2,55.15,572.1,585.7,77.7
45451500,-0.31,9.52,125.3,55.42,573.6,587.1,77.7
45453000,-0.31,9.51,124.7,55.74,574.2,587.6,77.7
45454500,-0.31,9.54,125.0,55.31,572.4,585.9,77.7
45456000,-0.31,9.50,125.2,55.60,574.3,587.8,77.7
45457500,-0.31,9.48,124.9,55.96,575.8,589.2,77.8
45459000,-0.31,9.50,125.4,55.56,574.6,588.1,77.7
45460500,-0.31,9.50,125.1,55.67,574.6,588.1,77.7
45462000,-0.31,9.46,126.9,55.33,576.6,590.4,77.6
45463500,-0.31,9.50,125.1,55.72,574.9,588.4,77.7
45465000,-0.32,9.46,127.8,54.82,575.8,589.8,77.5
45466500,-0.31,9.43,126.9,55.62,578.4,592.1,77.6
45468000,-0.32,9.45,129.1,54.44,576.5,590.7,77.4
45469500,-0.31,9.42,127.3,55.60,579.0,592.9,77.6
45471000,-0.31,9.45,126.6,55.56,577.3,591.0,77.6
45472500,-0.32,9.47,127.7,54.83,575.7,589.7,77.5
45474000,-0.32,9.40,130.0,54.52,578.9,593.3,77.3
45475500,-0.31,9.44,126.4,55.78,578.2,591.8,77.7
45477000,-0.31,9.46,125.3,56.13,577.6,591.0,77.8
45478500,-0.31,9.45,125.3,56.20,577.9,591.3,77.8
45480000,-0.31,9.43,125.3,56.42,579.1,592.5,77.8
45481500,-0.31,9.44,127.6,55.25,577.9,591.8,77.5
45483000,-0.31,9.41,127.5,55.64,579.6,593.5,77.6
45484500,-0.31,9.42,125.4,56.54,580.1,593.5,77.8
45486000,-0.31,9.38,127.8,55.80,581.3,595.2,77.6
45487500,-0.31,9.39,126.7,56.23,581.3,594.9,77.7
45489000,-0.31,9.39,129.0,55.22,580.5,594.7,77.5
45490500,-0.31,9.36,127.0,56.45,583.0,596.7,77.7
45492000,-0.31,9.37,128.4,55.70,582.0,596.0,77.6
45493500,-0.31,9.36,128.6,55.78,582.8,596.8,77.6
45495000,-0.30,9.35,125.4,57.36,584.5,597.8,77.9
45496500,-0.31,9.40,127.0,56.01,580.7,594.4,77.7
45498000,-0.31,9.37,126.6,56.54,582.7,596.3,77.7
45499500,-0.31,9.39,127.8,55.78,581.1,595.0,77.6
45501000,-0.31,9.37,126.0,56.82,582.8,596.2,77.8
45502500,-0.31,9.35,128.0,56.21,583.9,597.7,77.6
45504000,-0.31,9.37,126.5,56.65,583.0,596.6,77.8
45505500,-0.31,9.35,126.4,56.88,584.1,597.6,77.8
45507000,-0.31,9.33,127.9,56.40,584.7,598.5,77.7
45508500,-0.31,9.36,126.7,56.65,583.5,597.1,77.7
45510000,-0.31,9.35,126.6,56.84,584.3,597.8,77.8
45511500,-0.30,9.31,126.7,57.24,586.7,600.2,77.8
45513000,-0.30,9.32,126.4,57.28,586.1,599.6,77.8
45514500,-0.31,9.27,130.1,56.07,587.8,602.0,77.5
45516000,-0.30,9.26,127.3,57.67,590.3,603.9,77.8
45517500,-0.31,9.31,128.5,56.40,586.1,600.1,77.6
45519000,-0.31,9.30,127.6,56.92,587.0,600.8,77.7
45520500,-0.30,9.30,127.1,57.16,587.1,600.7,77.8
45522000,-0.31,9.29,128.3,56.78,587.8,601.7,77.7
45523500,-0.30,9.28,127.8,57.10,588.3,602.0,77.7
45525000,-0.31,9.30,128.3,56.66,587.1,601.0,77.7
45526500,-0.31,9.27,130.2,56.05,587.9,602.1,77.5
45528000,-0.31,9.28,129.4,56.35,587.8,601.8,77.6
45529500,-0.31,9.28,130.5,55.80,587.2,601.5,77.5
45531000,-0.31,9.27,131.0,55.68,587.6,602.0,77.4
45532500,-0.30,9.28,126.9,57.63,589.1,602.6,77.8
45534000,-0.31,9.27,129.7,56.27,588.0,602.1,77.6
45535500,-0.31,9.29,129.6,56.13,586.9,601.0,77.6
45537000,-0.30,9.28,127.6,57.20,588.5,602.2,77.8
45538500,-0.30,9.26,127.5,57.50,589.9,603.5,77.8
45540000,-0.31,9.22,130.5,56.54,591.3,605.5,77.5
45541500,-0.31,9.23,129.5,56.94,591.1,605.1,77.6
45543000,-0.31,9.22,130.2,56.72,591.6,605.8,77.6
45544500,-0.31,9.20,130.9,56.67,592.7,606.9,77.5
45546000,-0.31,9.22,130.8,56.46,591.3,605.6,77.5
45547500,-0.30,9.22,128.4,57.63,592.5,606.3,77.8
45549000,-0.30,9.16,131.0,57.06,595.2,609.5,77.6
45550500,-0.31,9.22,129.9,56.92,592.0,606.1,77.6
45552000,-0.30,9.18,129.0,57.81,594.8,608.7,77.8
45553500,-0.31,9.23,130.3,56.63,591.2,605.4,77.6
45555000,-0.30,9.20,130.0,57.08,593.1,607.2,77.6
45556500,-0.31,9.16,132.3,56.52,594.9,609.5,77.5
45558000,-0.30,9.17,130.5,57.29,595.2,609.3,77.6
45559500,-0.31,9.18,132.1,56.36,593.6,608.1,77.5
45561000,-0.30,9.14,131.7,57.05,596.5,610.8,77.6
45562500,-0.30,9.15,129.4,58.01,596.9,610.8,77.8
45564000,-0.31,9.14,132.2,56.78,596.2,610.7,77.5
45565500,-0.30,9.13,130.2,57.84,597.8,611.8,77.7
45567000,-0.30,9.16,130.1,57.53,595.8,609.9,77.7
45568500,-0.30,9.17,130.1,57.47,595.5,609.5,77.7
45570000,-0.30,9.14,128.2,58.80,598.5,612.1,77.9
45571500,-0.29,9.18,126.7,58.98,596.0,609.4,78.0
45573000,-0.30,9.12,130.6,57.88,598.6,612.7,77.7
45574500,-0.31,9.18,131.7,56.52,593.7,608.2,77.5
45576000,-0.30,9.13,128.7,58.70,599.0,612.6,77.9
45577500,-0.31,9.07,134.0,56.91,600.7,615.5,77.4
45579000,-0.30,9.10,131.3,57.73,599.5,613.7,77.6
45580500,-0.31,9.13,132.4,56.92,597.4,611.9,77.5
45582000,-0.30,9.09,132.3,57.41,599.9,614.3,77.6
45583500,-0.30,9.13,130.3,57.87,598.2,612.2,77.7
45585000,-0.30,9.12,130.0,58.14,599.0,612.9,77.8
45586500,-0.30,9.08,130.1,58.59,601.5,615.4,77.8
45588000,-0.30,9.10,131.8,57.49,599.3,613.6,77.6
45589500,-0.30,9.07,132.5,57.63,601.5,615.9,77.6
45591000,-0.29,9.10,128.9,58.93,600.7,614.3,77.9
45592500,-0.30,9.11,130.4,58.09,599.4,613.5,77.7
45594000,-0.30,9.05,130.8,58.71,603.6,617.6,77.8
45595500,-0.30,9.08,129.7,58.80,601.8,615.6,77.8
45597000,-0.30,9.06,133.4,57.28,601.6,616.2,77.5
45598500,-0.30,9.02,132.8,58.06,604.6,619.0,77.6
45600000,-0.29,9.02,130.8,59.09,605.8,619.8,77.8
45601500,-0.30,9.08,130.7,58.33,601.3,615.4,77.7
45603000,-0.30,9.07,130.1,58.77,602.4,616.3,77.8
45604500,-0.30,9.09,129.8,58.68,601.3,615.1,77.8
45606000,-0.30,9.02,133.0,58.08,605.1,619.5,77.6
45607500,-0.30,9.04,133.0,57.84,603.7,618.2,77.6
45609000,-0.30,9.03,132.4,58.13,604.1,618.5,77.6
45610500,-0.30,9.01,132.4,58.45,605.9,620.2,77.7
45612000,-0.30,9.01,132.7,58.33,605.9,620.3,77.6
45613500,-0.30,8.98,134.7,57.75,607.0,621.8,77.5
45615000,-0.30,9.01,132.6,58.39,606.0,620.3,77.7
45616500,-0.30,9.04,131.3,58.67,604.5,618.6,77.7
45618000,-0.29,8.98,131.6,59.25,608.4,622.5,77.8
45619500,-0.30,8.98,135.7,57.23,606.3,621.3,77.4
45621000,-0.30,8.98,135.3,57.51,606.9,621.8,77.4
45622500,-0.30,8.99,134.1,57.95,606.7,621.3,77.5
45624000,-0.30,8.98,134.9,57.64,606.8,621.6,77.5
45625500,-0.30,8.99,133.0,58.38,606.8,621.2,77.6
45627000,-0.30,8.96,134.3,58.30,609.1,623.7,77.6
45628500,-0.29,8.96,132.0,59.26,609.4,623.5,77.8
45630000,-0.30,8.94,134.9,58.24,610.1,624.8,77.5
